name,edu_management,edu_department,address,type,level
MN TT Bé Gấu,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Đống Đa,số 10 Tôn Đức Thắng,Tư thục,Trường Mầm non
MN Tuổi Thơ,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Đống Đa,23 Trần Hữu Tước,Tư thục,Trường Mầm non
MN Shining Star,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Đống Đa,,Tư thục,Trường Mầm non
MN TT Mặt Trời Bé Con,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Đống Đa,,Tư thục,Trường Mầm non
MN Láng Thượng,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Đống Đa,Ngõ 157 Phố chùa láng,Công lập,Trường Mầm non
MN Văn Hương,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Đống Đa,95 ngõ Văn Hương- Tôn Đức Thắng,Công lập,Trường Mầm non
Nhóm trẻ độc lập,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Đống Đa,,Tư thục,Trường Mầm non
Nhóm trẻ độc lập Ngôi nhà trí tuệ HappyKid,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Đống Đa,Số 3 Ngõ 5 Hoàng Tích Trí,Tư thục,Trường Mầm non
Mầm non TH School,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Đống Đa,,Tư thục,Trường Mầm non
Nhóm Mặt Trời Bé Con - Trương Định,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Trương Định, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
MNTT Ngôi Sao - Quỳnh Mai,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,Số 19 Ngõ Tân Lập,Tư thục,Trường Mầm non
Nhóm trẻ Tuổi Thần Tiên - Minh Khai,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Minh Khai, quận Hai Bà Trưng, Hà Nội",Tư thục,Trường Mầm non
Nhóm Hoa Linh - Vĩnh Tuy,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Vĩnh Tuy, Hai Bà Trưng,Hà Nội.",Tư thục,Trường Mầm non
Nhóm Tô Hiến Thành - Vĩnh Tuy,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Tư thục,Trường Mầm non
"MNTT Nắng Hồng 2,3",Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Vĩnh Tuy, Hai Bà Trưng, Hà nội.",Tư thục,Trường Mầm non
Nhóm Sơn Ca - Vĩnh Tuy,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Vĩnh Tuy, Hai Bà Trưng, Hà nội.",Tư thục,Trường Mầm non
Nhóm Phương Đông - Vĩnh Tuy,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Tư thục,Trường Mầm non
Nhóm Tuổi Thơ - Vĩnh Tuy,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Bông Mai - Quỳnh Mai,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Quỳnh Mai, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Họa Mi - Phạm Đình Hổ,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Phạm Đình Hổ, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm mầm non Phố Huế - Phố Huế,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,54 Mai Hắc Đế,Tư thục,Trường Mầm non
Nhóm Ngân Xuân 1 - Cầu Dền,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Cầu Dền, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
MNTT Sơn Ca,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Số 489 Kim Ngưu, Phường Vĩnh Tuy, Hai Bà Trưng, hà Nội.",Tư thục,Trường Mầm non
Nhóm Tuổi Hoa - Bạch Đằng,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"101 ngo 830,Phường Bạch Đằng, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Thăng Long - Bạch Đằng,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Bạch Đằng, Hai Bà Trưng, hà Nội.",Tư thục,Trường Mầm non
Nhóm Cầu Vồng - Bạch Đằng,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Bạch Đằng, Hai Bà trưng, hà Nội",Tư thục,Trường Mầm non
Nhóm Trẻ Quả Táo Xanh - Quỳnh Lôi,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Quỳnh Lôi, quận Hai Bà Trưng",Tư thục,Trường Mầm non
Nhóm Ngôi Nhà Xanh - Bạch Đằng,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"17A6 Đầm Trấu Phường Bạch Đằng, Hai Bà Trưng,Hà Nội",Tư thục,Trường Mầm non
Nhóm Hoa Hồng - Quỳnh lôi,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Quỳnh Lôi, Hai Bà trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Vườn Xinh - Quỳnh Lôi,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Quỳnh Lôi, Hai Bà trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Đồ Rê Mi - Minh Khai,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Minh Khai, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Minh Phương - Minh Khai,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Minh Khai, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm lớp Ngôi Sao Xanh,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Số 747 Phố Bạch Đằng, Phường Bạch Đằng- Q Hai Bà Trưng- Hà Nội.",Tư thục,Trường Mầm non
Nhóm Xứ Sở Thần Tiên - Minh Khai,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Minh Khai, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Mặt Trời Bé Con - Minh Khai,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Minh Khai, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Hoa Trạng Nguyên - Thanh Lương,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Thanh Lương, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
MNTT Bầu Trời Bé Thơ - Minh Khai,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"125D Phường Minh Khai, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Ngón Tay Xinh - Vĩnh Tuy,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
MNTT Khu Vườn Xanh,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Minh Khai, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Những Đứa Trẻ Vui Vẻ - Minh Khai,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Minh Khai, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Hải Yến - Trương Định,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Trương Định, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Quỳnh Trang - Trương Định,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Trương Định, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Hoa Hướng Dương  - Trương Định,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Trương Định, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
MNTT  Chị Ong Nâu - Trương Định,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Trương Định, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Hoa Trạng Nguyên - Trương Định,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Trương Định, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Đại Dương Xanh - Thanh Nhàn,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"24 Võ Thị Sáu, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Ban Mai - Thanh Nhàn,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Sơn Ca - Thanh Nhàn,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Thanh Nhàn,Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Ngân Xuân 2 - Thanh Nhàn,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Thanh Nhàn,Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Mầm non Trẻ Thơ Kodomo - Thanh Nhàn,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Họa Mi - Thanh Nhàn,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Bông Mai - Vĩnh Tuy,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
MNTT NGÔI NHÀ MẶT TRỜI,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Vi Khánh - Thanh Lương,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Thanh Lương, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Hải Anh - Thanh Lương,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Thanh Lương, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Vi Khánh 2 - Thanh Lương,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Thanh Lương, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Khôi Nhi - Thanh Lương,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Thanh Lương, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Gấu Trúc - Đồng Tâm,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Đồng Tâm, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Nụ Cười Của Bé - Bách Khoa,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Bách Khoa, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Thăng Long - Đồng Tâm,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Đồng Tâm, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm trẻ Hồng Khánh - Quỳnh Lôi,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Quỳnh Lôi, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Những Bông Hoa Nhỏ - Đồng Tâm,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Số 49 ngõ 204 Lê Thanh Nghị ,Phường Đồng Tâm, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Ánh Sao - Đồng Tâm,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Tuổi Thần Tiên 6 - Bạch Mai,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Bạch Mai, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Ánh Hồng - Bạch Mai,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Bạch Mai, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Kids Home - Bạch Mai,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Bạch Mai, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Bé Hạnh Phúc - Trương Định,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Bạch Mai, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Ngôi Nhà Trẻ Thơ - Đồng Nhân,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Đồng Nhân, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Thiên Thần Nhỏ - Bách Khoa,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Bách Khoa, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Hoa Trạng Nguyên - Đồng Nhân,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Đồng Nhân, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Nhóm Nắng Hồng 4 - Ngô Thì Nhậm,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phường Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội.",Tư thục,Trường Mầm non
Mẫu giáo Nguyễn Công Trứ,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,Khu TT Nguyễn Công Trứ,Công lập,Trường Mầm non
Mẫu giáo Bách khoa,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Số 80, ngõ 40, Tạ Quạn Bửu, 01007000, Hà Nội",Công lập,Trường Mầm non
Mẫu giáo Chim Non,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,86 Lò Đúc,Công lập,Trường Mầm non
Mẫu giáo Bạch Mai,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,Số 8 ngõ 37 phố Bạch Mai,Công lập,Trường Mầm non
Mẫu giáo Đống Mác,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,132 - Lò Đúc - Hà Nội,Công lập,Trường Mầm non
Mẫu giáo Bùi Thị Xuân,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,12 Đoàn Trần Nghiệp,Công lập,Trường Mầm non
Mẫu giáo Sao Sáng,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,Số 5 Nguyễn Thượng Hiền,Công lập,Trường Mầm non
Mầm non Bách Khoa,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,K1 Nguyễn Hiền,Công lập,Trường Mầm non
Mầm non Đồng Tâm,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,128C - Đại La - Hai Bà Trưng - HN,Công lập,Trường Mầm non
Mầm non Hoa Phượng,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,114 Bà Triệu,Công lập,Trường Mầm non
Mầm non Hoa Thủy Tiên,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,A10 ĐẦM TRẤU,Công lập,Trường Mầm non
Mầm non Lạc Trung,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,Số 38 ngõ 19 phố Lạc Trung,Công lập,Trường Mầm non
Mầm non Lê Quý Đôn,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"9B Lê Quý Đôn, Hai Bà Trưng, Hà Nội",Công lập,Trường Mầm non
Mầm non Minh Khai,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,11 Minh Khai,Công lập,Trường Mầm non
Mầm non 8-3,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phố 8-3, phường Quỳnh Mai, Hai Bà Trưng, Hà Nội",Công lập,Trường Mầm non
Mầm non  Nguyễn Công  Trứ,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,TT Nguyễn Công Trứ - HBT - HN,Công lập,Trường Mầm non
Mầm Non Ngô Thì Nhậm,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,31 phố Thi Sách,Công lập,Trường Mầm non
Mầm non Quỳnh Lôi,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,C9- Quỳnh Lôi- Hai Bà Trưng-Hà Nội,Công lập,Trường Mầm non
Mầm non Quỳnh Mai,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,Số 9 Kim Ngưu- Hai Bà Trưng- Hà Nội,Công lập,Trường Mầm non
Mầm non Trương Định,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,7 Ngõ Thống Nhất,Công lập,Trường Mầm non
Mầm non Vĩnh Tuy,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,Ngõ 34 phố Vĩnh Tuy,Công lập,Trường Mầm non
Mầm non Ánh Sao,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,Số 20B ngõ 874 Minh Khai,Công lập,Trường Mầm non
Mầm non Tuổi Hoa,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,11 ngõ 381- Bạch Mai,Công lập,Trường Mầm non
Mầm non  Việt - Bun,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,27 Hương Viên,Công lập,Trường Mầm non
Mầm non Thanh Nhàn,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,Số 18 tổ 4 đường Trần Khát Chân,Công lập,Trường Mầm non
MNTT Chíp Chíp,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,34 Trần Xuân Soạn,Tư thục,Trường Mầm non
MNTT Nốt Nhạc Vui,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Số 3 dãy A - n
gõ 61 - Lạc Trung",Tư thục,Trường Mầm non
MNTT  SmileKids,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,Số 32/5/259 phố Vọng,Tư thục,Trường Mầm non
MNTT Hương Dung,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,Số 9/119 Lê Thanh Nghị,Tư thục,Trường Mầm non
MNTT Hà Nội Bé Hạnh Phúc,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Phố Trương Định, Hai Bà Trưng, Hà Nội",Tư thục,Trường Mầm non
MNTT Koala house,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,340 Bà Triệu và 3 Nguyễn Huy Tự,Tư thục,Trường Mầm non
MNTT Việt An,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,,Tư thục,Trường Mầm non
Mầm non Lê Đại Hành,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,53 Lê Đại Hành,Công lập,Trường Mầm non
MNTT Việt Mỹ,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,248B Phố Huế,Tư thục,Trường Mầm non
Mầm non Vinschool Times City,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,Đô thị Times City - Số 458 - Minh Khai,Tư thục,Trường Mầm non
MN TT Thế Giới Trẻ Thơ,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,14 Ngõ Huế,Tư thục,Trường Mầm non
Mầm non Hoa Hồng,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,Số 63 ngõ Quỳnh,Công lập,Trường Mầm non
Mầm non Vân Hồ,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,Số 66 Vân Hồ 3,Công lập,Trường Mầm non
MN TT ÁNH SAO MAI,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,Số 69/255 Phố Vọng,Tư thục,Trường Mầm non
MNTT  Vinschool T1,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,458 Minh Khai - Hai Bà Trưng - Hà Nội,Tư thục,Trường Mầm non
MNTT Vinschool Times City T2,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,số 458 - Minh Khai - Hai Bà Trưng - Hà Nội,Tư thục,Trường Mầm non
MNTT Vinschool Times City T9,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,T9 - Khu đô thị Times City - 458 Minh Khai - Hà Nội,Tư thục,Trường Mầm non
MNTT Vườn Trẻ Thơ,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Tầng 1A3 Chung cư Thăng Long Garden, 250 Minh Khai, Hai Bà Trưng, Hà Nội",Tư thục,Trường Mầm non
Mầm non Bạch Đằng,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,Khu B6 Đầm Trấu- Bạch Đằng- Hai Bà Trưng- Hà Nội,Công lập,Trường Mầm non
Mầm non Thanh Lương,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Tổ 26, Khu đất Ao Vò, Phường Thanh Lương.",Công lập,Trường Mầm non
MNTT chú ngựa Homie,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,,Tư thục,Trường Mầm non
MNTT Ánh Sao Vĩnh Tuy,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,Số 93 Vĩnh Tuy,Tư thục,Trường Mầm non
MGTT Vinschool Times City T36,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,,Tư thục,Trường Mầm non
MNTT Những Cánh Diều Bay,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Nhà A1, A2, A3 ngõ 61 phố Lạc Trung, phường Vĩnh Tuy, quận Hai Bà Trưng, Thành phố Hà Nội.",Tư thục,Trường Mầm non
MNTT Bé Ong,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,14-16 Mai hắc đế,Tư thục,Trường Mầm non
MNTT Hòa Bình LaTrobe,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,"Số 65 phố Cảm Hội, quận Hai Bà Trưng, Hà Nội",Tư thục,Trường Mầm non
Nhóm lớp Hoa Thủy Tiên 2- Thanh Lương,Sở Giáo dục và Đào tạo Hà Nội,Phòng GDĐT Hai Bà Trưng,,Tư thục,Trường Mầm non
